No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,50 GeV-2 TeV (Fermi),8.06E-12,+/-2.72E-12,erg/cm^2^/s,2.48E26,3.25E-15,1.1E-15,1.1E-15,,,+/-1.10E-15,Jy,2016ApJS..222....5A,1 sigma,1.025 TeV,Broad-band measurement,049.9670 +41.5219 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,0.01-1 TeV (Fermi),4.8E-11,+/-3.16E-12,erg/cm^2^/s,1.22E26,3.93E-14,2.59E-15,2.59E-15,,,+/-2.59E-15,Jy,2017ApJS..232...18A,1 sigma,0.51 TeV,Broad-band measurement,049.959995 +41.512283 (J2000),From fitting to map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,400 GeV (Whipple),,<0.29E-11,erg cm^-2^ s^-1^,9.67E25,,,,3.0E-15,,<3.00E-15,Jy,2006ApJ...644..148P,90% confidence,400   GeV,Broad-band measurement,03 19 48 +41 30 42 (J2000),Flux integrated from map,,From new raw data
4,100 MeV-100 GeV LAT,1.741E-10,+/-8.1E-12,erg/s/cm^2^,1.21E25,1.44E-12,6.69E-14,6.69E-14,,,+/-6.69E-14,Jy,2010ApJS..188..405A,uncertainty,50050 MeV,Broad-band measurement,049.941 +41.508 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
5,0.1-100 GeV (Fermi),1.737E-10,+/-6.2E-12,erg/cm^2^/s,1.21E25,1.44E-12,5.12E-14,5.12E-14,,,+/-5.12E-14,Jy,2012ApJS..199...31N,1 sigma,50.05 GeV,Broad-band measurement,049.965 +41.513 (J2000),Modelled datum,Variable,From new raw data; NED frequency assigned to mid-point ofband in keV
6,0.1-100 GeV (Fermi),1.991E-10,+/-3.9E-12,erg/cm^2^/s,1.21E25,1.65E-12,3.22E-23,3.22E-23,,,+/-3.22E-23,Jy,2015ApJS..218...23A,1 sigma,50.05 GeV,Broad-band measurement,049.959 +41.514 (J2000),From fitting to map,Variable; Gamma=2.08; Mod=LP,From new raw data; NED frequency assigned to mid-point ofband in keV
7,14-195 keV (Swift),6.85E-11,+/-0.28E-11,erg/s/cm^2^,2.53E19,2.71E-7,1.11E-8,1.11E-8,,,+/-1.11E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,049.960 +41.515 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,14-195 keV (Swift),1.15E-10,,erg/cm^2^/s,2.53E19,4.55E-7,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,049.9507 +41.5117 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
9,14-195 keV (Swift),7.34E-11,,erg/cm^2^/s,2.53E19,2.9E-7,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,14-195 keV (Swift),7.92E-11,,erg/cm^2^/s,2.53E19,3.13E-7,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,14-195 keV (Swift),8.264E-11,+/-81.17E-12,erg/s/cm^2^,2.53E19,3.27E-7,3.21E-7,3.21E-7,,,+/-3.21E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,049.94724583 +41.50730342 (J2000),From fitting to map,S/N = 67.34 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
12,15-150 keV (Swift),5.7E-11,+/-2.9e-12,erg/cm^2^/s,1.99E19,2.86E-7,1.46E-8,1.46E-8,,,+/-1.46E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,049.951 +41.501 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
13,14-150 keV (Swift),6.93E-11,,erg/cm^2^/s,1.98E19,3.5E-7,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
14,40-100 keV INTEGRAL,2.29E-11,+/-0.25E-11,erg cm^-2^ s^-1^,1.69E19,1.36E-7,1.48E-8,1.48E-8,,,+/-1.48E-08,Jy,2006ApJ...638..642B,uncertainty,70   keV,Broad-band measurement,03 19 48 +41 30 42 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
15,40-100 keV INTEGRAL,1.5,+/-0.6,milliCrab,1.69E19,8.36E-8,3.34E-8,3.34E-8,,,+/-3.34E-08,Jy,2007ApJS..170..175B,uncertainty,70   keV,Broad-band measurement,049.953 +41.517 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
16,40-100 keV INTEGRAL,4.0E-12,,erg/cm^2^/s,1.69E19,2.37E-8,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,70.00 keV,Broad-band measurement,49.95067 41.51170 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
17,20-100 keV INTEGRAL,3.759E-11,,erg/s/cm^2^,1.45E19,2.59E-7,,,,,,Jy,2009MNRAS.399..944M,no uncertainty reported,60.00 keV,Broad-band measurement,03 19 48.16 +41 30 42.1 (J2000),Flux integrated from map,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
18,20-50 keV (Swift),3.23E-11,,erg/cm^2^/s,8.46E18,3.82E-7,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
19,20-40 keV (INTEGRAL),1.89E-11,+/-0.21E-11,erg cm^-2^ s^-1^,7.25E18,2.61E-7,2.9E-8,2.9E-8,,,+/-2.90E-08,Jy,2006ApJ...638..642B,uncertainty,30   keV,Broad-band measurement,03 19 48 +41 30 42 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
20,20-40 keV (INTEGRAL),3.1,+/-0.4,milliCrab,7.25E18,3.24E-7,4.18E-8,4.18E-8,,,+/-4.18E-08,Jy,2007ApJS..170..175B,uncertainty,30   keV,Broad-band measurement,049.953 +41.517 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
21,20-40 keV (INTEGRAL),2.2E-11,,erg/cm^2^/s,7.25E18,3.03E-7,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,30.00 keV,Broad-band measurement,49.95067 41.51170 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
22,10-20 keV (MAXI),2.3413E-10,+/-5.13E-12,erg/cm^2^/s,3.63E18,6.45E-6,1.41E-7,1.41E-7,,,+/-1.41E-07,Jy,2018ApJS..238...32K,1 sigma,15.00 keV,Broad-band measurement,049.950 +41.511 (J2000),From fitting to map,Detection sig. = 45.60; 7yr avg flux,From new raw data; NED frequency assigned to mid-point ofband in keV
23,4.5-12 keV (XMM),,,mW/m^2^,1.99E18,5.07E-6,,,,,,Jy,2017MNRAS.471.2952M,no uncertainty reported,8.25 keV,Broad-band measurement,03 19 48.16 +41 30 42.12 (J2000),Not reported in paper,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
24,4-10 keV (MAXI),6.0397E-10,+/-2.90E-12,erg/cm^2^/s,1.69E18,3.57E-5,1.72E-7,1.72E-7,,,+/-1.72E-07,Jy,2018ApJS..238...32K,1 sigma,7.00 keV,Broad-band measurement,049.950 +41.511 (J2000),From fitting to map,Detection sig. = 200.1; 7yr avg flux,From new raw data; NED frequency assigned to mid-point ofband in keV
25,3-10 keV (MAXI),7.9938E-10,+/-3.02E-12,erg/cm^2^/s,1.57E18,5.09E-5,1.92E-7,1.92E-7,,,+/-1.92E-07,Jy,2018ApJS..238...32K,1 sigma,6.50 keV,Broad-band measurement,049.950 +41.511 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
26,2-10 keV (INTEGRAL),4.34E-11,+/-0.03E-11,erg cm^-2^ s^-1^,1.45E18,2.99E-6,2.07E-8,2.07E-8,,,+/-2.07E-08,Jy,2006ApJ...638..642B,uncertainty,6   keV,Broad-band measurement,03 19 48 +41 30 42 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
27,2-10 keV (XMM),-10.91,,log(erg/cm^2^/s),1.45E18,8.48E-7,,,,,,Jy,2006A&A...455..173P,no uncertainty reported,6   keV,Broad-band measurement,03 19 48.2 +41 30 42.4 (J2000),Flux integrated from map,Nuclear flux,From new raw data; Extinction-corrected for internal andMilky Way; NED frequency assigned to mid-point of band in keV
28,2-10 keV (BeppoSAX),4.06E-10,+/-1.60E-11,erg/cm^2^/s,1.45E18,2.8E-5,1.1E-6,1.1E-6,,,+/-1.10E-06,Jy,2007A&A...472..705V,uncertainty,6.00 keV,Broad-band measurement,03 19 47.1 +41 31 01.2 (J2000),Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
29,2-10 keV (Chandra),3.02E-11,,erg/cm^2^/s,1.45E18,2.08E-6,,,,,,Jy,2011ApJ...738..147S,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
30,2-10 keV (Swift),5.344E-10,,erg/cm^2^/s,1.45E18,3.69E-5,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
31,2-10 keV (Swift),1.328E-10,,erg/cm^2^/s,1.45E18,9.16E-6,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
32,0.3-8 keV (Chandra),1.41E-11,,ergs/cm^2^/s,1.0E18,1.41E-6,,,,,,Jy,2004ApJ...617..915D,no uncertainty reported,4.15 keV,Broad-band measurement,,Total flux,Source flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
33,0.3-8 keV (Chandra),1.11E-11,,ergs/cm^2^/s,1.0E18,1.11E-6,,,,,,Jy,2004ApJ...617..915D,no uncertainty reported,4.15 keV,Broad-band measurement,,Total flux,AGN flux; power law,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
34,2-7 keV Chandra,3.4764E-13,+/-9.5228E-15,erg/cm^2/s,9.19E17,3.78E-8,1.04E-9,1.04E-9,,,+/-1.04E-09,Jy,2020CSC...C2..0000:,68% confidence,3.8        keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;ext,From new raw data; Uncorrected for known sources in beam
35,2-7 keV Chandra,2.9421E-13,+/-9.7242E-15,erg/cm^2/s,9.19E17,3.2E-8,1.06E-9,1.06E-9,,,+/-1.06E-09,Jy,2020CSC...C2..0000:,68% confidence,3.8        keV,Broad-band measurement,,From fitting to map,flux_aper90;ext,From new raw data; Uncorrected for known sources in beam
36,2-7 keV Chandra,1.5142E-12,+/-1.9934E-14,erg/cm^2/s,9.19E17,1.65E-7,2.17E-9,2.17E-9,,,+/-2.17E-09,Jy,2020CSC...C2..0000:,68% confidence,3.8        keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;var;ext,From new raw data; Uncorrected for known sources in beam
37,2-7 keV Chandra,1.5382E-12,+/-2.0489E-14,erg/cm^2/s,9.19E17,1.67E-7,2.23E-9,2.23E-9,,,+/-2.23E-09,Jy,2020CSC...C2..0000:,68% confidence,3.8        keV,Broad-band measurement,,From fitting to map,flux_aper90;var;ext,From new raw data; Uncorrected for known sources in beam
38,3-4 keV (MAXI),1.9541E-10,+/-0.85E-12,erg/cm^2^/s,8.46E17,2.31E-5,1.0E-7,1.0E-7,,,+/-1.00E-07,Jy,2018ApJS..238...32K,1 sigma,3.50 keV,Broad-band measurement,049.950 +41.511 (J2000),From fitting to map,Detection sig. = 231.20; 7yr avg flux,From new raw data; NED frequency assigned to mid-point ofband in keV
39,0.5-5 keV (Chandra),7.6E-13,+/-3.5E-13,erg cm^-2^ s^-1^,6.65E17,1.14E-7,5.26E-8,5.26E-8,,,+/-5.26E-08,Jy,2006A&A...451...35B,90% confidence,2.75   keV,Broad-band measurement,,Flux integrated from map,Thermal component flux,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
40,0.5-5 keV (Chandra),6.1E-12,+/-0.8E-12,erg cm^-2^ s^-1^,6.65E17,9.17E-7,1.2E-7,1.2E-7,,,+/-1.20E-07,Jy,2006A&A...451...35B,90% confidence,2.75   keV,Broad-band measurement,,Flux integrated from map,Nuclear flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
41,0.5-7 keV Chandra,3.9991E-13,+/-7.5808E-15,erg/cm^2/s,5.56E17,7.19E-8,1.36E-9,1.36E-9,,,+/-1.36E-09,Jy,2020CSC...C2..0000:,68% confidence,2.3        keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;ext,From new raw data; Uncorrected for known sources in beam
42,0.5-7 keV Chandra,3.5707E-13,+/-6.6994E-15,erg/cm^2/s,5.56E17,6.42E-8,1.2E-9,1.2E-9,,,+/-1.20E-09,Jy,2020CSC...C2..0000:,68% confidence,2.3        keV,Broad-band measurement,,From fitting to map,flux_aper90;ext,From new raw data; Uncorrected for known sources in beam
43,0.5-7 keV Chandra,1.5291E-12,+/-1.7236E-14,erg/cm^2/s,5.56E17,2.75E-7,3.1E-9,3.1E-9,,,+/-3.10E-09,Jy,2020CSC...C2..0000:,68% confidence,2.3        keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;var;ext,From new raw data; Uncorrected for known sources in beam
44,0.5-7 keV Chandra,1.4968E-12,+/-1.7546E-14,erg/cm^2/s,5.56E17,2.69E-7,3.15E-9,3.15E-9,,,+/-3.15E-09,Jy,2020CSC...C2..0000:,68% confidence,2.3        keV,Broad-band measurement,,From fitting to map,flux_aper90;var;ext,From new raw data; Uncorrected for known sources in beam
45,1.2-2 keV Chandra,3.7338E-14,+/-1.4578E-15,erg/cm^2/s,3.77E17,9.9E-9,3.86E-10,3.86E-10,,,+/-3.86E-10,Jy,2020CSC...C2..0000:,68% confidence,1.56       keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;ext,From new raw data; Uncorrected for known sources in beam
46,1.2-2 keV Chandra,3.4891E-14,+/-1.3988E-15,erg/cm^2/s,3.77E17,9.25E-9,3.71E-10,3.71E-10,,,+/-3.71E-10,Jy,2020CSC...C2..0000:,68% confidence,1.56       keV,Broad-band measurement,,From fitting to map,flux_aper90;ext,From new raw data; Uncorrected for known sources in beam
47,1.2-2 keV Chandra,3.9717E-14,+/-1.5037E-15,erg/cm^2/s,3.77E17,1.05E-8,3.99E-10,3.99E-10,,,+/-3.99E-10,Jy,2020CSC...C2..0000:,68% confidence,1.56       keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;var;ext,From new raw data; Uncorrected for known sources in beam
48,1.2-2 keV Chandra,2.9947E-14,+/-1.3198E-15,erg/cm^2/s,3.77E17,7.94E-9,3.5E-10,3.5E-10,,,+/-3.50E-10,Jy,2020CSC...C2..0000:,68% confidence,1.56       keV,Broad-band measurement,,From fitting to map,flux_aper90;var;ext,From new raw data; Uncorrected for known sources in beam
49,0.1-2.4 keV (ROSAT),2.839E-10,+/-5.97E-12,erg/cm^2^/s,3.02E17,9.4E-5,1.98E-6,1.98E-6,,,+/-1.98E-06,Jy,2007A&A...476..759B,statistical error,1.25 keV,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
50,0.1-2.4 keV (Swift),1.9792E-10,,erg/cm^2^/s,3.02E17,6.55E-5,,,,,,Jy,2010A&A...520A..47M,no uncertainty reported,1.25 keV,Broad-band measurement,049.950 +41.512 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
51,0.1-2.4 keV (ROSAT),19.7918,,erg/cm^2^/s,3.02E17,6.55E-5,,,,,,Jy,2009A&A...495..691M,no uncertainty reported,1.25 keV,Broad-band measurement,03 19 48.1 +41 30 42.0 (J2000),Not reported in paper,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
52,0.1-2.4 keV (RASS),,,erg/cm^2^/s,3.02E17,2.53E-4,,,,,,Jy,2015ApJ...810...14A,no uncertainty reported,1.25 keV,Broad-band measurement,049.95067 +41.51170 (J2000),Not reported in paper,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
53,1 keV (Chandra),2.8E-12,+/-0.5E-12,erg cm^-2^ s^-1^,2.42E17,1.16E-6,2.07E-7,2.07E-7,,,+/-2.07E-07,Jy,2006A&A...451...35B,90% confidence,1   keV,Broad-band measurement,,Flux integrated from map,Non-thermal nuclear flux,From reprocessed raw data; Extinction-corrected for Milky Way
54,1 keV (XMM),2400.0,+/-200,nJy,2.42E17,2.4E-6,2.0E-7,2.0E-7,,,+/-2.00E-07,Jy,2006ApJ...642...96E,uncertainty,1   keV,Broad-band measurement,03 19 48.16 +41 30 42.11 (J2000),Flux in fixed aperture,,From reprocessed raw data
55,0.5-1.2 keV Chandra,2.1739E-14,+/-1.0277E-15,erg/cm^2/s,2.22E17,9.77E-9,4.62E-10,4.62E-10,,,+/-4.62E-10,Jy,2020CSC...C2..0000:,68% confidence,0.92       keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;ext,From new raw data; Uncorrected for known sources in beam
56,0.5-1.2 keV Chandra,1.8463E-14,+/-9.5060E-16,erg/cm^2/s,2.22E17,8.3E-9,4.27E-10,4.27E-10,,,+/-4.27E-10,Jy,2020CSC...C2..0000:,68% confidence,0.92       keV,Broad-band measurement,,From fitting to map,flux_aper90;ext,From new raw data; Uncorrected for known sources in beam
57,0.5-1.2 keV Chandra,1.7043E-14,+/-9.4958E-16,erg/cm^2/s,2.22E17,7.66E-9,4.27E-10,4.27E-10,,,+/-4.27E-10,Jy,2020CSC...C2..0000:,68% confidence,0.92       keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;var;ext,From new raw data; Uncorrected for known sources in beam
58,0.5-1.2 keV Chandra,1.1846E-14,+/-7.8843E-16,erg/cm^2/s,2.22E17,5.33E-9,3.54E-10,3.54E-10,,,+/-3.54E-10,Jy,2020CSC...C2..0000:,68% confidence,0.92       keV,Broad-band measurement,,From fitting to map,flux_aper90;var;ext,From new raw data; Uncorrected for known sources in beam
59,0.2-0.5 keV Chandra,2.8445E-15,+/-7.2060E-16,erg/cm^2/s,9.67E16,2.94E-9,7.45E-10,7.45E-10,,,+/-7.45E-10,Jy,2020CSC...C2..0000:,68% confidence,0.4        keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;ext,From new raw data; Uncorrected for known sources in beam
60,0.2-0.5 keV Chandra,2.6987E-15,+/-5.8525E-16,erg/cm^2/s,9.67E16,2.79E-9,6.05E-10,6.05E-10,,,+/-6.05E-10,Jy,2020CSC...C2..0000:,68% confidence,0.4        keV,Broad-band measurement,,From fitting to map,flux_aper90;ext,From new raw data; Uncorrected for known sources in beam
61,0.2-0.5 keV Chandra,8.8459E-16,+/-4.3288E-16,erg/cm^2/s,9.67E16,9.15E-10,4.48E-10,4.48E-10,,,+/-4.48E-10,Jy,2020CSC...C2..0000:,68% confidence,0.4        keV,Broad-band measurement,,Flux in fixed aperture,flux_aper;var;ext,From new raw data; Uncorrected for known sources in beam
62,0.2-0.5 keV Chandra,7.5688E-16,+/-3.7844E-16,erg/cm^2/s,9.67E16,7.83E-10,3.91E-10,3.91E-10,,,+/-3.91E-10,Jy,2020CSC...C2..0000:,68% confidence,0.4        keV,Broad-band measurement,,From fitting to map,flux_aper90;var;ext,From new raw data; Uncorrected for known sources in beam
63,0.2-0.5 keV (XMM),9.681E-12,,mW/m^2^,8.46E16,1.14E-5,,,,,,Jy,2017MNRAS.471.2952M,no uncertainty reported,0.35 keV,Broad-band measurement,03 19 48.16 +41 30 42.12 (J2000),Not reported in paper,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
64,FUV (GALEX) AB,15.33,+/-0.0029,mag,1.98E15,0.00268,7.16E-6,7.16E-6,,,+/-7.16E-06,Jy,2012ApJS..199...23H,uncertainty,1516 A,Broad-band measurement,,Flux in fixed aperture,,Averaged from previously published data
65,FUV (GALEX) AB,16.01,+/-0.050,mag,1.98E15,0.00143,6.6E-5,6.6E-5,,,+/-6.60E-05,Jy,2017MNRAS.464.3920S,uncertainty,1516 A,Broad-band measurement,,Flux in fixed aperture,Mag uncorrected for extinction,From reprocessed raw data
66,FUV (GALEX) AB,14.52,+/-0.10,mag,1.96E15,0.00565,5.21E-4,5.21E-4,,,+/-5.21E-04,Jy,2014ApJS..212...18B,uncertainty,1531   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
67,FUV (GALEX) AB,16.21,+/-0.10,mag,1.96E15,0.00119,1.1E-4,1.1E-4,,,+/-1.10E-04,Jy,2014ApJS..212...18B,uncertainty,1531   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
68,FUV (GALEX),14.71,+/-0.06,mag,1.95E15,6.8E-4,3.76E-5,3.76E-5,,,+/-3.76E-05,Jy,2015ApJS..220....6B,uncertainty,1539 A,Broad-band measurement,03 19 48.252 +41 30 41.58 (J2000),Flux in fixed aperture,Asymptotic magnitude,From reprocessed raw data
69,FUV (GALEX),14.81,+/-0.01,mag,1.95E15,6.2E-4,5.71E-6,5.71E-6,,,+/-5.71E-06,Jy,2015ApJS..220....6B,uncertainty,1539 A,Broad-band measurement,03 19 48.252 +41 30 41.58 (J2000),Flux in fixed aperture,D25 magnitude,From reprocessed raw data
71,NUV (GALEX) AB,14.23,+/-0.0013,mag,1.32E15,0.00738,8.84E-6,8.84E-6,,,+/-8.84E-06,Jy,2012ApJS..199...23H,uncertainty,2267 A,Broad-band measurement,,Flux in fixed aperture,,Averaged from previously published data
72,NUV (GALEX) AB,15.36,+/-0.030,mag,1.32E15,0.00261,7.2E-5,7.2E-5,,,+/-7.20E-05,Jy,2017MNRAS.464.3920S,uncertainty,2267 A,Broad-band measurement,,Flux in fixed aperture,Mag uncorrected for extinction,From reprocessed raw data
73,NUV (GALEX) AB,13.78,+/-0.10,mag,1.31E15,0.0111,0.00103,0.00103,,,+/-1.03E-03,Jy,2014ApJS..212...18B,uncertainty,2286   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
74,NUV (GALEX) AB,15.56,+/-0.10,mag,1.31E15,0.00217,1.99E-4,1.99E-4,,,+/-1.99E-04,Jy,2014ApJS..212...18B,uncertainty,2286   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
75,NUV (GALEX),14.0,+/-0.09,mag,1.29E15,0.00198,1.64E-4,1.64E-4,,,+/-1.64E-04,Jy,2015ApJS..220....6B,uncertainty,2316 A,Broad-band measurement,03 19 48.252 +41 30 41.58 (J2000),Flux in fixed aperture,Asymptotic magnitude,From reprocessed raw data
76,NUV (GALEX),14.14,+/-0.01,mag,1.29E15,0.00174,1.6E-5,1.6E-5,,,+/-1.60E-05,Jy,2015ApJS..220....6B,uncertainty,2316 A,Broad-band measurement,03 19 48.252 +41 30 41.58 (J2000),Flux in fixed aperture,D25 magnitude,From reprocessed raw data
77,3390A,0.669,+/-10  %,10^-26 erg/cm^2/s/Hz,8.85E14,0.00669,6.69E-4,6.69E-4,,,+/-6.69E-04,Jy,1970ApJ...162..743A,estimated error,3390       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
78,3448A,0.702,+/-10  %,10^-26 erg/cm^2/s/Hz,8.7E14,0.00702,7.02E-4,7.02E-4,,,+/-7.02E-04,Jy,1970ApJ...162..743A,estimated error,3448       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
79,3509A,0.669,+/-5   %,10^-26 erg/cm^2/s/Hz,8.55E14,0.00669,3.35E-4,3.35E-4,,,+/-3.35E-04,Jy,1970ApJ...162..743A,estimated error,3509       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
80,u (KPNO),12.8,,mag,8.53E14,0.0117,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,3513 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
81,u (SDSS) AB,13.15,+/-0.07,mag,8.44E14,0.02,0.00126,0.00126,,,+/-1.26E-03,Jy,2014ApJS..212...18B,uncertainty,3551   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
82,u (SDSS) AB,14.13,+/-0.07,mag,8.44E14,0.00806,5.05E-4,5.05E-4,,,+/-5.05E-04,Jy,2014ApJS..212...18B,uncertainty,3551   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
83,3571A,0.661,+/-5   %,10^-26 erg/cm^2/s/Hz,8.4E14,0.00661,3.31E-4,3.31E-4,,,+/-3.31E-04,Jy,1970ApJ...162..743A,estimated error,3571       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
84,3636A,0.671,+/-5   %,10^-26 erg/cm^2/s/Hz,8.25E14,0.00671,3.36E-4,3.36E-4,,,+/-3.36E-04,Jy,1970ApJ...162..743A,estimated error,3636       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
85,U (Johnson),5.31,+/-0.23,milliJy,8.19E14,0.00531,2.3E-4,2.3E-4,,,+/-2.30E-04,Jy,1983ApJS...52..341M,1 sigma,0.366      microns,Broad-band measurement,031629.6 +411952 (B1950),Flux in fixed aperture,"7.8"" aperture",From new raw data
86,U (Johnson),6.3,+/-0.29,milliJy,8.19E14,0.0063,2.9E-4,2.9E-4,,,+/-2.90E-04,Jy,1983ApJS...52..341M,1 sigma,0.366      microns,Broad-band measurement,031629.6 +411952 (B1950),Flux in fixed aperture,"15.7"" aperture",From new raw data
87,U (Johnson),6.56,+/-0.30,milliJy,8.19E14,0.00656,3.0E-4,3.0E-4,,,+/-3.00E-04,Jy,1983ApJS...52..341M,1 sigma,0.366      microns,Broad-band measurement,031629.6 +411952 (B1950),Flux in fixed aperture,"22.4"" aperture",From new raw data
88,U (U_T),12.71,+/-0.18,mag,8.19E14,0.0149,0.00273,0.00273,,,+/-2.73E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,3660       A,Broad-band measurement,031629.9 +411955 (B1950),From multi-aperture data,Nucleus is variable,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
89,U (U_T^0),12.12,,mag,8.19E14,0.0257,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,3660       A,Broad-band measurement,031629.9 +411955 (B1950),From multi-aperture data,Nucleus is variable,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
